ID,y
1,79.8527832698
2,99.0375249505
3,79.9681991791
4,79.1225401623
5,119.95318567
8,94.1940337713
10,113.334851674
11,94.8281468998
12,117.594876554
14,94.8888207105
15,117.175865215
16,105.496236562
17,99.1079021325
19,94.9087936155
20,104.975728617
21,102.021792847
22,117.812094606
23,98.7286851267
26,95.3088177662
28,93.8860520779
29,95.9341670408
33,95.712178827
35,94.7503385369
41,96.7095936686
42,93.9618269575
43,117.194335071
45,103.414757834
46,103.525708836
51,93.7525821677
53,79.7411447082
55,112.203066472
56,94.091473477
57,104.14486344
58,94.8868269544
59,104.344137749
63,112.011066285
64,95.1340624348
65,104.628754841
69,96.3869883086
71,94.6817575635
72,103.996027716
73,94.1302165173
76,104.254893743
77,103.695506883
78,115.89897474
82,94.0944372508
83,104.572543849
84,93.9900404349
85,103.776416526
87,112.12857169
88,95.3468724148
89,112.542478564
91,94.0878654181
93,94.4484221769
94,103.955067013
95,95.5153818946
96,111.260246833
97,94.2043294881
98,112.663228783
99,93.7955750096
101,103.959601124
103,112.542444481
104,93.7591538412
105,111.774160409
110,94.4500228729
111,112.164607686
113,112.478605547
114,93.199942778
115,114.573992521
117,112.542410397
120,93.9364817773
121,112.241045109
122,93.3474991414
123,112.593628965
126,112.120385799
132,111.769184838
135,104.589727425
137,104.083917278
138,94.3038865574
140,94.0841156045
142,113.39517019
144,112.116917004
148,93.9660538139
149,114.738064627
155,93.6207042864
156,112.219471162
157,94.4445459891
162,112.167640703
163,94.3126690598
167,94.0440289148
172,115.886655364
179,112.715972806
180,93.6861450337
181,111.662744534
182,94.4983348636
183,112.585950046
185,112.585945175
187,111.998291496
188,93.8594005095
189,93.7522340296
191,93.9409095475
192,113.07255291
193,94.6580322589
194,111.836072212
195,93.3993315567
196,112.324914216
198,94.3636145802
199,112.157352471
201,104.199581992
204,94.0913771828
205,105.060686884
206,94.0115106977
210,93.952103597
211,103.95935357
216,112.336403214
219,115.54323615
220,93.8307645112
221,111.868132689
226,111.662635829
227,93.7731185295
228,112.147489229
230,112.231223312
231,93.2308982939
235,116.335393814
236,93.7917256645
238,112.995122373
242,104.272598832
243,93.9410817593
244,79.9181075718
245,111.715701004
247,116.714236232
248,93.6375268398
249,93.8456469704
250,111.514215699
251,93.7916951773
253,116.350987555
254,93.5347536249
256,93.8408303652
257,93.3169313124
258,112.209659739
259,93.8257885999
262,80.0358154038
266,93.6510561291
267,113.933782912
272,103.484734329
273,112.52386774
275,96.791297054
276,112.523071944
279,94.2931955417
280,104.435913553
283,93.9953351114
285,112.256901276
288,112.523831228
289,94.6840723989
290,104.195318117
291,94.2471488158
292,110.97834842
293,112.295664141
296,100.209143859
297,111.896396024
298,115.708054002
299,94.0997990491
304,93.3868231835
305,99.0387925174
306,93.9611903053
307,111.634212977
311,109.110995181
313,111.638119252
314,93.598483478
316,94.2693113079
324,95.0482088045
327,94.2123619264
329,93.5603669673
330,111.860307502
337,103.571135979
338,94.5031840233
339,104.76995701
340,94.7904444238
343,93.4333338396
345,115.246710624
346,93.9289100608
347,114.711527478
349,112.627766238
350,93.4607328323
352,112.217051837
353,93.496947776
354,78.6399416885
357,93.7634614787
358,112.528478716
362,113.826541944
364,116.215851547
365,108.103313458
366,94.0521522604
367,112.073045186
368,94.2426316016
370,78.5547093798
373,94.433664449
377,93.6688423144
378,112.24058309
382,104.19973936
384,112.147110765
390,94.2836922476
392,111.723494035
393,111.992812962
395,94.461316791
396,104.478660596
399,78.0288621897
406,111.637894644
408,111.637889814
409,93.5469012264
410,79.5121725625
412,111.818374101
413,92.837518037
419,94.1531639011
420,112.609071071
421,92.8807805339
430,103.418802585
434,93.7271609233
436,94.4197994011
437,94.1070668081
438,93.0949710194
439,112.651721136
440,93.925853889
443,112.591843501
446,94.1269381815
