ID,y
1,84.0613178786
2,101.349472814
3,81.4712049934
4,80.38296106
5,124.988416861
8,93.4561609607
10,118.651363393
11,94.6505507283
12,117.213017613
14,94.530392107
15,116.836443549
16,107.03587672
17,106.077344268
19,95.9292627841
20,106.264465156
21,111.581895923
22,118.377801397
23,105.64666711
26,97.1294002315
28,95.9698621493
29,98.7173075766
33,98.5868133119
35,95.9198134825
41,99.5416114974
42,94.016919044
43,116.934239568
45,104.252099774
46,104.039963947
51,93.2421589086
53,79.4460362634
55,114.808005288
56,94.2056837079
57,106.897242772
58,97.1653166608
59,105.593846903
63,114.078968817
64,95.4277837813
65,105.711268909
69,95.4567894589
71,95.2482656769
72,104.0725771
73,93.6078347396
76,105.439121516
77,104.042593434
78,115.094974193
82,93.6669432805
83,105.675051035
84,96.7882793007
85,104.324983102
87,113.278263877
88,96.8663565597
89,111.268799555
91,95.0948768605
93,95.949563039
94,106.179770131
95,95.9960036725
96,115.055370886
97,94.6001202057
98,114.056966724
99,93.1503799561
101,103.477318456
103,111.498621893
104,96.468778144
105,113.593302335
110,93.9780019847
111,112.225280143
113,112.968445039
114,92.3877013756
115,114.480946398
117,111.843343975
120,94.2117239983
121,111.699758786
122,93.3785616235
123,112.213085094
126,112.921262874
132,111.18826853
135,105.005948585
137,103.942659153
138,94.529573449
140,94.2239354822
142,113.683244604
144,112.415385401
148,95.8434688313
149,119.272273648
155,95.2687130553
156,112.280384748
157,98.9953933129
162,112.301646089
163,95.3329346475
167,95.4795123202
172,115.705327644
179,112.996879615
180,94.4909960034
181,111.202366419
182,93.8742175369
183,113.084683726
185,113.084686991
187,111.537517359
188,93.7586673723
189,95.6373083866
191,93.5130830164
192,112.266218374
193,94.5228961196
194,111.605016423
195,93.5873918617
196,112.618981109
198,96.3692975969
199,112.466246366
201,103.844625229
204,94.2242307028
205,106.217486672
206,93.7246123554
210,94.0118747959
211,103.637098462
216,112.557004828
219,115.071081097
220,92.999434625
221,111.926039831
226,110.732137901
227,93.460984884
228,112.030871343
230,111.731096623
231,91.9034069008
235,117.347775716
236,94.2836844156
238,113.038531782
242,104.107085356
243,94.8004101338
244,84.2945064827
245,111.169101031
247,120.926720908
248,93.1286094179
249,93.6035244199
250,112.219795038
251,94.2837088983
253,117.347805095
254,99.1910436154
256,96.3264868303
257,93.5803399689
258,112.523716589
259,92.97838645
262,80.6649809171
266,93.6922208016
267,114.733467636
272,103.263971626
273,112.646787175
275,105.694478806
276,114.475082498
279,94.0552130803
280,105.674252556
283,93.3920109964
285,111.937451803
288,112.646811658
289,97.283491084
290,103.706188871
291,94.6050520889
292,110.734478335
293,111.455627593
296,118.470643091
297,112.338152419
298,114.797558892
299,93.3812891995
304,93.1920572472
305,91.3932365927
306,94.5995218232
307,110.927965839
311,110.041739402
313,110.872872506
314,93.2951501464
316,94.4384608785
324,94.4489943004
327,93.7818576881
329,92.7822877357
330,113.722666659
337,103.989918581
338,95.2456280927
339,104.188652228
340,94.8198051867
343,92.3872517743
345,114.727738569
346,93.8998961327
347,115.240392273
349,112.625130098
350,93.4131357683
352,112.665091125
353,92.870668825
354,78.6602909567
357,93.5107332606
358,113.912795755
362,113.960505291
364,119.418789612
365,109.379068862
366,94.3153573743
367,111.509596739
368,96.019859762
370,79.3757169241
373,95.2655466513
377,93.4856079495
378,112.244859402
382,104.767924595
384,111.733960598
390,96.0993691343
392,111.533116826
393,113.602771515
395,93.4267193877
396,103.954953453
399,77.530498051
406,110.850673937
408,110.850677202
409,92.6422355124
410,78.9443826351
412,113.253572853
413,91.6339038139
419,94.5282548832
420,112.675659552
421,91.7979107751
430,105.15161375
434,93.5086875906
436,95.2306560778
437,93.6013915913
438,91.3472018084
439,113.108790764
440,93.2743991161
443,114.304618329
446,93.8422546099
448,95.0439213733
452,94.5352999979
453,105.216405962
457,103.432703254
458,94.4737475905
459,113.586725365
460,103.594025497
462,105.888081815
464,103.165722888
465,114.66571338
467,117.939776833
471,113.000722626
472,77.6825650843
473,93.5365875959
475,94.2021810683
480,97.1806730921
488,112.0677324
490,110.572862306
491,104.129564082
492,78.1507267445
493,93.6170687067
497,92.3563341995
498,115.826955655
499,94.0931048834
500,109.423125014
501,93.8978061494
502,115.770117534
506,81.2370566353
510,111.535077373
511,93.3834380371
512,92.9771935281
516,107.90691757
518,92.4980769074
519,114.92502887
521,92.712889322
522,113.384078
526,112.826591473
529,95.5682093693
532,111.603342456
533,93.6235698154
536,114.020009834
537,101.008792809
539,93.8933644014
540,104.474112002
541,93.6312445389
543,94.2337852675
546,112.689321491
547,93.3962272158
548,79.2696874375
551,93.1606706953
552,102.928553064
556,103.624403348
557,95.6486809414
558,111.370140029
559,93.7403596112
560,107.034847059
562,107.241771955
566,93.7483881492
570,114.033692786
571,94.0536542269
572,105.496047008
573,93.1373946636
575,114.665892919
576,112.282390233
577,92.717518956
579,93.33464381
580,112.111744294
581,111.509846797
589,111.084563847
591,102.842514906
593,93.5458171146
594,103.756642832
595,94.5700830325
598,93.7262446202
602,111.039228031
604,111.708982682
606,113.184810735
608,94.2625530569
609,104.380164632
610,93.9246997937
616,111.759674465
617,93.3186018499
618,103.328877784
620,104.64027809
622,112.191206443
623,91.8743641967
624,128.193516428
626,112.924613008
628,112.02217594
629,93.5044803157
630,111.390609312
637,95.0298882982
638,104.083615105
643,94.6808439021
645,93.894494933
646,114.905078856
648,94.1691149855
652,93.7329865019
653,94.885654414
654,114.033829889
656,111.950164468
657,95.7630799749
659,93.6699456181
660,104.873656739
663,92.3596928006
664,112.048413167
666,105.672695911
668,112.139555339
669,94.178559935
671,94.5494959284
675,92.4017554055
677,95.0684303761
678,110.696952495
679,104.947885044
682,94.0459981855
685,104.091227679
687,93.0020508832
688,93.6894320605
693,111.521493693
696,94.8099318547
698,93.6916086979
701,95.77838776
704,104.657902737
705,115.061617486
709,112.457720263
710,94.8745171887
711,106.386238339
712,94.0485046432
714,111.739128028
715,93.8681957168
716,110.810835937
717,92.6343095411
720,114.769412037
721,93.5495396209
724,107.118712462
725,92.5882736468
726,112.782626569
728,111.991520662
731,94.2444108056
734,103.981261129
738,93.1152749711
745,111.057644067
746,93.0371899467
751,79.1810872625
754,93.2863125195
756,93.6336531997
758,94.8255954408
759,114.861368445
761,115.695411443
766,95.4454822584
767,112.283783479
768,91.6857737496
769,113.66286427
770,96.5782227268
771,78.1332556723
772,103.536888956
773,93.7333387198
774,112.615573795
776,111.006769837
777,92.8528537558
780,116.055520685
782,104.256113446
787,103.450627163
788,93.6605085938
792,92.1629390691
793,111.502417861
798,95.7850468377
800,93.1646100111
806,111.273688748
809,111.746085821
811,114.249000373
812,94.3284540792
814,114.872810181
816,105.519472313
817,93.3551377106
818,109.591565267
820,113.066672352
823,94.1174017246
829,92.9270895445
830,114.199636409
831,92.3246663015
834,111.279829451
839,93.8627425933
841,78.4693906647
844,103.615094999
845,93.4896603296
848,93.4509330643
850,96.7238256588
851,103.708427982
852,95.359208878
854,93.987094006
855,93.921357074
856,105.637282467
859,103.178432152
861,113.054624002
864,94.9487259849
865,112.438793551
866,93.8986386216
867,93.8511312555
869,94.257383546
871,95.5248313474
872,110.116737477
882,104.852502751
883,93.3866749
885,93.9702539979
888,94.7803928524
893,110.514461545
901,110.823782865
903,103.935984694
904,93.3142306782
905,103.897158528
910,93.5937431558
911,113.903682309
914,113.828866005
918,113.478496306
921,92.2417802678
928,94.3467000241
929,103.520563468
932,94.1672416816
933,105.661775436
934,93.7426798044
935,111.930364947
937,80.5656589124
939,94.7693146969
940,103.34131472
941,98.0737799091
942,104.420115479
943,92.9131703536
944,102.802892813
947,110.09473531
949,112.588838703
951,111.41536125
952,97.2343679035
953,103.96773592
954,78.9337330259
957,111.071797278
959,92.5087621872
960,115.798729384
963,115.088374975
965,110.204942526
967,105.654839371
971,94.2638032832
972,78.2831603222
973,94.6379151232
974,111.357681446
975,95.8883401176
978,118.842471795
980,112.014904713
981,94.3130983371
984,113.525854924
986,93.7474491259
988,91.27986212
989,111.993693339
990,104.933469593
992,110.96929232
996,96.312919724
999,113.553520459
1000,95.3630866027
1001,111.702504778
1002,92.6175472572
1003,110.786447487
1004,92.4574776756
1008,111.409549454
1009,94.7542952178
1010,106.112376579
1012,116.561289565
1013,92.8707866204
1014,113.139930652
1015,95.5924117883
1016,115.627454476
1019,97.6985385617
1020,113.793638931
1021,93.9489579245
1022,104.622729699
1024,93.8198973553
1025,80.0376665396
1027,94.5375223932
1028,104.469977504
1029,96.2716602377
1030,93.0824824087
1033,112.228925106
1036,93.8401148671
1037,111.552239148
1038,93.298348958
1042,94.5144172589
1043,103.808404067
1044,93.9779015444
1045,111.124763707
1047,114.625282322
1050,94.1686002292
1051,111.339193208
1054,94.0038890983
1056,94.2785846881
1057,94.0591392827
1059,94.3920478054
1062,109.01242995
1063,105.139114621
1064,94.2785977456
1066,93.0142502825
1070,104.988872958
1076,111.579453011
1077,101.719623128
1078,111.571469287
1080,112.393906426
1082,111.568650996
1083,94.3694028385
1089,113.187064589
1091,94.9977842728
1093,92.7336958122
1097,93.3579817901
1099,93.9592893745
1101,93.4183196435
1103,96.7484619192
1104,111.943919726
1106,111.242850151
1109,93.9391503637
1110,114.685202477
1111,95.2968907315
1112,111.59745159
1114,94.0765180861
1116,94.9829726387
1117,112.26690013
1120,93.8660846867
1124,112.316173853
1125,93.662893288
1126,112.185913049
1134,112.212414421
1137,94.5378739163
1138,114.061416047
1144,112.626510796
1145,94.4188986843
1146,93.4082745713
1148,97.0423399443
1150,94.1411105627
1152,104.400724742
1153,94.4714689906
1154,103.089353217
1155,94.3356785349
1157,95.274923495
1162,96.2845959668
1165,112.428572168
1166,94.4150566892
1167,103.596686468
1168,94.4772304988
1169,103.248969777
1171,116.491323369
1172,96.8401086586
1173,103.248976306
1174,93.949455438
1176,93.8499630184
1177,105.142782704
1178,94.2617409691
1182,111.995195402
1186,93.9176890439
1187,113.232854615
1188,93.9126298968
1189,116.146781689
1191,105.271745604
1192,97.6240004671
1197,114.555326565
1198,93.5574409631
1200,78.6648290673
1201,93.0594210244
1203,94.8428403506
1209,115.54914601
1214,103.516221415
1218,112.003914924
1222,93.4811064474
1226,96.9711899779
1228,94.6360394978
1230,93.5333421848
1232,78.4271531546
1233,97.0933975903
1236,114.631415945
1238,95.4313353882
1241,111.383508929
1244,104.906077052
1246,93.7001567592
1247,112.655594014
1250,111.942464483
1251,93.1372622653
1254,112.501315779
1255,94.157915872
1256,110.394778087
1257,95.1754623318
1258,94.6374474532
1259,111.106982979
1260,95.8033616206
1263,111.550697907
1267,78.4304816972
1268,110.182460317
1271,98.3115160375
1272,111.296083431
1274,105.298232279
1275,97.8411806908
1276,111.256532737
1277,93.1499062931
1279,93.4645982183
1281,95.9082316763
1282,93.8365580407
1283,113.222894391
1285,112.091676265
1286,94.3215590016
1289,112.19583423
1296,113.622173814
1299,94.2934129418
1301,94.7530187264
1306,93.7694553441
1307,94.3895496793
1308,93.7992338776
1313,111.681678937
1314,95.3748662419
1315,112.623455581
1316,93.8956346113
1317,112.107714142
1319,93.3833491248
1323,94.1073052536
1324,105.049728012
1325,95.5676903626
1328,103.767243041
1329,95.8752439371
1330,111.163213216
1331,93.3871942525
1332,103.928033804
1337,96.7823226237
1338,111.407221863
1339,93.2957876712
1340,112.646150014
1343,113.483545398
1347,104.719026441
1348,93.2796010114
1349,105.091853621
1352,92.8303459244
1354,94.9090630197
1359,112.571464204
1360,94.604313408
1363,111.968173543
1364,94.9054214494
1365,103.684549608
1366,95.5088822096
1372,97.4877923195
1375,104.058475176
1376,94.3792112075
1378,93.5013078294
1379,114.500988681
1380,94.8888658576
1381,103.921181464
1384,114.718571797
1387,96.5217117738
1388,112.700051728
1392,79.0357795521
1394,103.954598214
1395,94.9666981582
1396,112.545491829
1398,94.8003322719
1399,112.545496726
1400,94.1488963659
1401,94.9279538819
1403,94.4175080102
1404,110.854305866
1406,112.545508151
1407,94.1977976584
1408,112.385441893
1410,78.851073248
1412,112.251976867
1413,92.9159086383
1415,96.3514395386
1420,112.385461479
1422,110.408613514
1423,107.464788796
1424,112.385468007
1425,93.9852449097
1426,78.8510993628
1427,94.8189264111
1429,94.1898083039
1430,113.203862921
1431,94.3550341277
1432,104.435843052
1434,111.535834558
1437,94.4908498886
1438,104.240857718
1440,112.008259963
1441,112.562163606
1442,93.7584349176
1444,111.232800395
1445,96.0571326466
1446,103.798020602
1448,94.4457542118
1453,95.3173759192
1454,111.702100617
1455,95.8871742471
1456,111.527517536
1458,111.820154828
1459,96.7830666064
1461,93.1302786732
1465,96.6336360284
1466,111.229245792
1469,95.0514911832
1472,95.3380215546
1474,94.5970611663
1477,111.788270035
1479,111.004261185
1482,96.0406777384
1483,79.102888544
1487,93.3042623631
1488,111.617785182
1490,113.462474076
1492,111.138666016
1494,118.038028223
1496,104.352542434
1497,94.7962724388
1499,98.8680792883
1502,95.3693332222
1507,111.69277168
1508,93.3579827373
1509,111.21959434
1511,95.5848992075
1512,112.789730574
1513,114.923864167
1514,110.674779563
1518,113.732109333
1519,92.4386036913
1522,112.619392234
1524,79.0676378052
1527,93.8756769533
1529,95.8726821019
1532,104.01724708
1536,113.97030821
1537,116.536093856
1539,103.407848387
1542,119.75500274
1543,94.0571349107
1544,104.157043803
1545,79.5508294537
1550,93.6876060587
1551,112.279067669
1554,110.309988042
1556,108.741008552
1559,99.689816724
1560,78.8686544373
1562,97.2436089738
1566,92.6041316037
1567,113.032748819
1569,104.497746287
1570,111.721976024
1571,112.608677351
1574,94.235420834
1578,105.589699332
1580,92.8181246808
1583,111.80867014
1584,94.2354371558
1585,112.352112279
1586,94.3888636244
1587,112.533228274
1588,93.200606342
1590,113.94490838
1592,105.136477604
1596,111.119536278
1598,112.352884951
1599,93.7531506551
1604,115.144070071
1606,104.973346263
1607,92.6513885118
1608,102.393457861
1609,116.655598097
1611,94.7997676587
1613,93.8654243739
1616,94.2939842104
1619,113.276276177
1620,92.3823946696
1621,113.019731651
1622,94.5058080128
1625,110.326709006
1627,116.680181394
1629,112.593504501
