Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,label
-1.73116092844891,0.06731987999872364,-0.1972319004705102,-0.2178413684926929,0.6460727010653045,-0.5071973005920318,1.0460783655857715,0.8966792953797542,0.5237376311144492,0.5807078100088658,-0.29302957385881295,-0.9345422129846325,-0.4441755324590331,-0.7737284578963848,1.2071717183014252,-0.10117968082458703,0.4134763730951743,1.086463805689594,-0.2497667209235681,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.9866803134103238,-0.9241528710642197,0.9868436944652297,0.30642275962791543,0.34878011514743007,-0.7406335114617164,0.19997174671170043,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,-0.08957661223756261,-1.5519176355078907,0.15761852351791597,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.247694320220994
-1.729974389087396,-0.8734663783676399,0.4786222425391863,-0.0720317411467486,-0.0631737127781044,2.1879038895077407,0.15473749065294862,-0.3955364208842937,-0.5707025166603777,1.1777085495774047,-0.29302957385881295,-0.6296805749490143,0.4769476082628841,0.26103005235454874,-0.7848905642207468,-0.10117968082458703,-0.4718098135882958,-0.819257734416567,3.8204540887638516,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,-0.2877089940430985,0.6235248286698352,-0.08428616777813246,0.30642275962791543,-0.05977196630655915,1.61460266161456,-0.7027223652857307,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,-0.08957661223756261,-0.44684829625414213,-0.6028582866450711,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.109010932687042
-1.7287878497258822,0.06731987999872364,-0.06206107186857091,0.1371733763496063,0.6460727010653045,-0.5071973005920318,0.9800531155907476,0.8488194540366414,0.33388576874534653,0.0978395647696066,-0.29302957385881295,-0.28841754729720287,-0.298973855103854,-0.6106138158863854,1.2351632257841725,-0.10117968082458703,0.563658851193263,1.086463805689594,-0.2497667209235681,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,-0.2877089940430985,0.6235248286698352,0.9075007417064621,0.30642275962791543,0.6273383525024226,-0.7406335114617164,-0.0811952717793027,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,-0.08957661223756261,1.0265774894175226,0.15761852351791597,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.31716669303576
-1.7276013103643681,0.3025164445903145,-0.4225166148070757,-0.07837129016178965,0.6460727010653045,-0.5071973005920318,-1.859032634195281,-0.682695468942971,-0.5707025166603777,-0.49477146347857526,-0.29302957385881295,-0.04725834108992277,-0.6710531533265004,-0.5061184983487296,0.9785744071923236,-0.10117968082458703,0.4273089697621036,1.086463805689594,-0.2497667209235681,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.34948565968361267,0.6235248286698352,0.7884863125683108,1.619406038033579,0.7851880203369185,-0.7406335114617164,-0.1847831206970407,3.8743030813271018,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,-0.08957661223756261,-1.5519176355078907,-1.3633350968080584,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11.84939770159144
-1.7264147710028541,0.06731987999872364,0.6588500140084387,0.518814227055078,1.3553191149087134,-0.5071973005920318,0.9470404905932357,0.7530997713504156,1.3836548900803847,0.4687701713397649,-0.29302957385881295,-0.1610126836405266,0.2115007918479474,-0.03716390256998136,1.6713642173903154,-0.10117968082458703,1.3778059693039544,1.086463805689594,-0.2497667209235681,0.7812319615337806,1.232387720662429,1.385418079037127,-0.20766289448672728,1.623874967137035,0.6235248286698352,0.8678292653270784,1.619406038033579,1.6858596544513946,0.7768340899834012,0.5403318217271253,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,-0.08957661223756261,2.131646828671271,0.15761852351791597,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.429216196844383
-1.72522823164134,-0.16787668459286723,0.7039069568757518,0.5004295349114588,-0.7724201266215133,-0.5071973005920318,0.715952115610652,0.5138005646348511,-0.5707025166603777,0.6377740571735057,-0.29302957385881295,-1.130199682171671,-0.5803021049795135,-0.9266484347807592,0.5353755387154937,-0.10117968082458703,-0.27420128977502123,1.086463805689594,-0.2497667209235681,-1.0271868296772464,1.232387720662429,-2.2611422209713252,-0.20766289448672728,-0.9249036477698097,-0.9241528710642197,0.5901289306713918,0.30642275962791543,0.0330807794784384,-0.42449442782731694,-0.25877444135256783,-0.35953914829025974,12.601064205130514,-0.2858864755036036,-0.0631393554524265,1.1441161492362186,1.3949339358354387,0.9180953336809031,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.870599909242044
-1.724041692279826,-0.8734663783676399,0.2533375282026208,-0.010664906681151158,1.3553191149087134,-0.5071973005920318,1.0790909905832835,0.99239897806598,0.4678988480647131,2.035897112707179,-0.29302957385881295,-0.5546027088656158,1.4389087207409454,1.3620538859220446,-0.7848905642207468,-0.10117968082458703,0.3818590092850504,1.086463805689594,-0.2497667209235681,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.34948565968361267,0.6235248286698352,1.0265151708446134,0.30642275962791543,0.7573321966014193,1.2747531467075803,0.14077869018727873,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,-0.08957661223756261,0.6582210429996064,-0.6028582866450711,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.634603026569334
-1.7228551529183123,0.06731987999872364,0.030303785199976306,0.02711880544849354,0.6460727010653045,0.39116976277455906,0.055699615660412725,-0.5391159449136324,0.7694282765332878,0.916520726016169,-0.1039105500157339,-0.7843864808178355,0.12528729591830984,-0.1340132212634185,1.508080423740957,-0.10117968082458703,1.1643887635856178,1.086463805689594,-0.2497667209235681,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.34948565968361267,2.17120252840389,-0.2033005969162838,0.30642275962791543,0.05165132863543791,1.1166836048903805,2.3161235174597765,3.189416838300764,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,0.5272697684993282,1.763290382253355,0.9180953336809031,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.206072645530174
-1.7216686135567982,-0.16787668459286723,-0.8280291006128936,-0.5132643525936061,0.6460727010653045,-0.5071973005920318,-1.3308306342350897,-1.6398922958052287,-0.5707025166603777,-0.9688602860771207,-0.29302957385881295,0.8900774415270527,-0.22637301642626448,-0.3506498551829489,0.9692439046980745,-0.10117968082458703,0.5399458283356701,-0.819257734416567,-0.2497667209235681,0.7812319615337806,-0.7561914703898819,-1.0456221209685077,4.455167790180623,0.9866803134103238,2.17120252840389,-1.8695026048504026,0.30642275962791543,-0.02263086799256013,-0.02932057328431753,-0.7027223652857307,2.831408120355178,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,-0.08957661223756261,-0.8152047426720583,0.15761852351791597,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11.77452020265869
-1.7204820741952842,3.124875219689405,-0.8730860434802067,-0.3484360782025387,-0.7724201266215133,0.39116976277455906,-1.066729634254994,-1.6398922958052287,-0.5707025166603777,0.8989618807347414,-0.29302957385881295,-0.9572930814947532,-0.13789074428795223,-0.2104732097056057,-0.7848905642207468,-0.10117968082458703,-0.8373855826428538,1.086463805689594,-0.2497667209235681,-1.0271868296772464,-0.7561914703898819,-1.0456221209685077,4.455167790180623,-0.9249036477698097,2.17120252840389,-1.5521307938153324,-1.0065605187777482,-1.2436444750652778,-0.7406335114617164,-0.643529308761309,-0.35953914829025974,-0.10331282968963457,-0.2858864755036036,-0.0631393554524265,-0.08957661223756261,-1.9202740819258068,0.15761852351791597,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.678439903447801
